,name,sub,genre
1153,양컴,"187,000",IT/기술/과학
1154,방구석 리뷰룸,"186,000",IT/기술/과학
1155,메이비TV,"186,000",취미
1156,크로롱TV,"186,000",게임
1157,파우더룸,"186,000",뷰티/패션
1158,Umi's cooking우미스쿠킹,"185,000",푸드/쿠킹
1159,정보비타민,"185,000",엔터테인먼트
1160,I like movies XD,"185,000",영화/애니메이션
1161,Susan 조수잔,"184,000",뷰티/패션
1162,모과형,"184,000",엔터테인먼트
1163,MIC SWG,"183,000",음악/댄스
1164,다다스튜디오 DADA Studio,"183,000",엔터테인먼트
1165,Flowering Heart 플라워링하트,"183,000",키즈
1166,김그라,"182,000",엔터테인먼트
1167,뉴이,"182,000",취미
1168,더깊이10,"182,000",교육/강의
1169,[직캠/FANCAM]수원촌놈,"182,000",엔터테인먼트
1170,원희 wonhee,"181,000",뷰티/패션
1171,한국인 재인,"181,000",뷰티/패션
1172,서든어택,"181,000",게임
1173,귓전명상 채환TV Healing Meditation ChaeHwanTV,"180,000",교육/강의
1174,Jeaniich,"180,000",음악/댄스
1175,예니YENNY,"180,000",취미
1176,따효니DDaHyoNi,"180,000",게임
1177,거제폭격기,"179,000",푸드/쿠킹
1178,모두의마블 TV,"179,000",게임
1179,축구대장곽지혁,"179,000",스포츠
1180,프라이데이 FRIDAY_MOVIE,"179,000",영화/애니메이션
1181,마이크임팩트,"178,000",교육/강의
1182,뚱블리,"177,000",푸드/쿠킹
1183,실프,"177,000",게임
1184,Rachel Kim,"177,000",라이프스타일
1185,튜나,"177,000",영화/애니메이션
1186,IRIDESCENCE Official,"177,000",음악/댄스
1187,셀레브 - sellev.,"177,000",엔터테인먼트
1188,Motorian모터리언,"176,000",차/배/바이크
1189,이재명 경기도지사,"176,000",뉴스/정치/이슈
1190,세브란스,"176,000",스포츠
1191,ENTER PRIME,"175,000",음악/댄스
1192,Hello! Flora,"175,000",키즈
1193,이슬이 Seul TV,"175,000",인물/유명인
1194,Gundam Holic TV,"174,000",취미
1195,코브,"174,000",게임
1196,데일리뮤직Daily Music,"174,000",음악/댄스
1197,HIPHOPPLAYA,"173,000",음악/댄스
1198,체험판의컴퓨터채널Trialversion,"173,000",IT/기술/과학
1199,오메킴TV,"173,000",인물/유명인
1200,부리부리 방범대,"173,000",라이프스타일
1201,Ood 오드,"173,000",뷰티/패션
1202,이서니,"172,000",게임
1203,키즈노리,"172,000",키즈
1204,남자의 취미,"172,000",푸드/쿠킹
1205,[하말넘많] heavytalker,"172,000",엔터테인먼트
1206,김태현,"172,000",인물/유명인
1207,KB국민은행,"171,000",경제/금융/재테크
1208,리플레이,"170,000",영화/애니메이션
1209,Revista KoreaIN,"170,000",엔터테인먼트
1210,꿈꾸는 삶,"170,000",엔터테인먼트
1211,세모이TV,"170,000",엔터테인먼트
1212,신한은행,"169,000",경제/금융/재테크
1213,CHAESO 채소,"169,000",뷰티/패션
1214,타요튜브 [TAYOTUBE],"168,000",게임
1215,알로직,"168,000",게임
1216,쉐리,"168,000",게임
1217,[bj민성]민짱테레비,"167,000",엔터테인먼트
1218,ssin 씬기록,"167,000",뷰티/패션
1219,헤더의터닝페이지,"167,000",영화/애니메이션
1220,DRGN LAKE STUDIO,"167,000",IT/기술/과학
1221,채보미[BOMITUBE],"167,000",엔터테인먼트
1222,얄리의아재비디오,"166,000",영화/애니메이션
1223,최마태의 POST IT,"166,000",IT/기술/과학
1224,무파사,"166,000",인물/유명인
1225,왕군게임국,"166,000",게임
1226,HANKOOK NORE,"166,000",음악/댄스
1227,최마리 CHOI-MARI,"165,000",뷰티/패션
1228,화틱,"165,000",게임
1229,Double Trouble en Corea,"165,000",엔터테인먼트
1230,Loadiy ASMR,"165,000",취미
1231,다람이,"164,000",인물/유명인
1232,Minji Teaches Korean 민지 티치 코리안,"164,000",라이프스타일
1233,라더,"164,000",게임
1234,제이와나 JAYWANA,"164,000",동물/펫
1235,구름속으로,"164,000",음악/댄스
1236,쌍둥이 엄마 TV,"164,000",라이프스타일
1237,단미호유튜브,"163,000",게임
1238,Josh Binder,"163,000",음악/댄스
1239,최군TV [무삭제 풀영상],"163,000",엔터테인먼트
1240,도올TV,"163,000",교육/강의
1241,일권아놀자,"163,000",인물/유명인
1242,겨울서점 Winter Bookstore,"163,000",교육/강의
1243,유상무TV,"161,000",게임
1244,한상기 오토프레스 Han Sang Ki,"161,000",차/배/바이크
1245,하얀손 White hand,"161,000",푸드/쿠킹
1246,티슈박스 TissueBox,"161,000",엔터테인먼트
1247,AnnyeongLJ 안녕 엘제이,"160,000",라이프스타일
1248,KD키드,"160,000",게임
1249,홍쇼핑 홍현희가 사는 세상,"160,000",인물/유명인
1250,한조바디,"160,000",라이프스타일
1251,사이다님,"159,000",엔터테인먼트
1252,웨이채널way channel,"158,000",뷰티/패션
1253,냥신TV,"158,000",동물/펫
1254,하나네 가족 Hana's family,"158,000",인물/유명인
1255,달콤살벌 영화이야기 - 재진군,"158,000",영화/애니메이션
1256,Lee Jeong Hoon,"157,000",엔터테인먼트
1257,홍인규 골프TV,"157,000",스포츠
1258,369랑께 YouTube,"157,000",게임
1259,형진이의 소소일상,"156,000",인물/유명인
1260,Arang 아랑,"156,000",뷰티/패션
1261,더헬TheHell,"156,000",게임
1262,춤추는선진이,"156,000",뷰티/패션
1263,장파Jang Pa,"156,000",게임
1264,HUBOG,"156,000",음악/댄스
1265,개리유튜브,"156,000",게임
1266,사막여우,"155,000",IT/기술/과학
1267,Julius Chun,"155,000",경제/금융/재테크
1268,구스마일,"155,000",게임
1269,Reni Coreana,"155,000",라이프스타일
1270,똘끼100%,"154,000",게임
1271,보더로운생활Border Collie Triplets,"154,000",동물/펫
1272,W Korea 더블유 코리아,"154,000",경제/금융/재테크
1273,예쁘린 Yeprin,"154,000",뷰티/패션
1274,Kojer,"153,000",엔터테인먼트
1275,배나무배나TV,"153,000",비영리/NGO
1276,KIMRAHEE김라희,"153,000",취미
1277,JN TV,"153,000",키즈
1278,BB배짱이 BB_BAE,"152,000",음악/댄스
1279,꿀키하우스,"152,000",인물/유명인
1280,이춘향,"152,000",게임
1281,와디의 신발장,"152,000",뷰티/패션
1282,Lau Gen,"152,000",엔터테인먼트
1283,뮤직tap,"152,000",엔터테인먼트
1284,최인호TV,"151,000",뉴스/정치/이슈
1285,한국여행추천TV,"151,000",음악/댄스
1286,치도 _ 내츄럴사이즈모델,"151,000",뷰티/패션
1287,뱃살요정,"151,000",엔터테인먼트
1288,미내플Minapple Rocks,"151,000",엔터테인먼트
1289,트롯티비,"151,000",음악/댄스
1290,자영업의 모든것,"151,000",교육/강의
1291,김남국TV,"150,000",뉴스/정치/이슈
1292,조은커플 Joeun Couple,"150,000",동물/펫
1293,아야금AYAGEUM,"150,000",음악/댄스
1294,왓구홍길동,"150,000",게임
1295,Producer dk,"150,000",IT/기술/과학
1296,제동TV[ JaeDongTV ] 이제동,"150,000",게임
1297,묻지마스토리,"149,000",엔터테인먼트
1298,Thomas Kim,"149,000",취미
1299,디어코바늘 -Dear crochet,"148,000",취미
1300,SPOTV 체육볶음,"148,000",스포츠
1301,아이쿠TV / IKOOOTV,"148,000",영화/애니메이션
1302,달님 DALNIM,"148,000",뷰티/패션
1303,어썸기타,"148,000",음악/댄스
1304,냥꼬리,"147,000",동물/펫
1305,Encyclopedia,"147,000",엔터테인먼트
1306,현대카드,"146,000",경제/금융/재테크
1307,스마트리더,"146,000",IT/기술/과학
1308,서울리안 SEOULiAN,"146,000",IT/기술/과학
1309,이용신TV,"146,000",인물/유명인
1310,반지 TV : 반지의 비밀일기 Banzi's Secret Diary,"146,000",키즈
1311,넷마블 TV,"146,000",게임
1312,간단한 아이디어 — SIMPLE IDEAS,"146,000",IT/기술/과학
1313,치즈와꾸집사,"146,000",게임
1314,김현우프로[ WANNA GOLF ],"146,000",스포츠
1315,커맨더지코,"145,000",인물/유명인
1316,とぎもちセカンド／togimochi2,"145,000",푸드/쿠킹
1317,햄릿 TUBE,"145,000",영화/애니메이션
1318,Abby P,"145,000",라이프스타일
1319,찌워니의 삶,"145,000",푸드/쿠킹
1320,Hof Lin,"145,000",음악/댄스
1321,Sera Ryu-류 세라,"144,000",음악/댄스
1322,토이롤(Toy LOL),"144,000",키즈
1323,집 팔아 화장품 사는 깡나,"144,000",뷰티/패션
1324,류씽_,"144,000",취미
1325,고탱 브이로그 Goteng Vlogs,"143,000",인물/유명인
1326,TV용느님,"143,000",엔터테인먼트
1327,HelloRabbit헬로토끼,"143,000",뷰티/패션
1328,조블리 영상편집,"143,000",IT/기술/과학
1329,박병찬의 부동산 부자병법,"143,000",경제/금융/재테크
1330,서울시 · Seoul,"142,000",비영리/NGO
1331,Dalmiin Baking Studio 달미인베이킹스튜디오,"142,000",푸드/쿠킹
1332,허니TV허윤미,"142,000",엔터테인먼트
1333,Jody조디,"142,000",뷰티/패션
1334,공혁준 RHDGURWNS,"142,000",게임
1335,Toon Tube,"142,000",키즈
1336,HOWCOW uuu,"141,000",게임
1337,로첼리Rochelli,"141,000",엔터테인먼트
1338,투배럴매직 :: 초진지 고품격 마술채널,"141,000",교육/강의
1339,팝송읽어주는여자Jina,"141,000",교육/강의
1340,AO Crew,"141,000",음악/댄스
1341,외국인코리아Den and Mandu,"141,000",라이프스타일
1342,대한민국 육군 [ROK ARMY],"141,000",비영리/NGO
1343,김가을,"141,000",인물/유명인
1344,예스잼미,"140,000",라이프스타일
1345,Fancy Nancy TV,"140,000",라이프스타일
1346,기즈모 gizmo,"140,000",IT/기술/과학
1347,MasterTOPIK,"140,000",교육/강의
1348,헬스티비,"139,000",라이프스타일
1349,화니 HWAN'E,"139,000",뷰티/패션
1350,하쁠리 대충 ASMR,"139,000",취미
1351,건빵뮤직 GUNBBANG MUSIC,"139,000",음악/댄스
1352,코딩하는거니,"139,000",IT/기술/과학
1353,이영자 채널 :LYJ CH.,"138,000",푸드/쿠킹
1354,정훈tv,"138,000",키즈
1355,Pigsbum53 ASMR,"138,000",취미
1356,수지니 SooGenie,"138,000",뷰티/패션
1357,double flame,"138,000",음악/댄스
1358,LookSam,"137,000",게임
1359,KTV스콘,"137,000",비영리/NGO
1360,Sally 셀리,"137,000",엔터테인먼트
1361,TV벵골,"137,000",게임
1362,도봉박홍기,"137,000",경제/금융/재테크
1363,한나TV,"137,000",교육/강의
1364,HANKUK SANUKSANAN,"137,000",엔터테인먼트
1365,정청래 TV떴다!,"136,000",뉴스/정치/이슈
1366,PlayersCUT,"136,000",게임
1367,[HaHaKidsToy] 하하키즈토이,"136,000",키즈
1368,ChaChaPiano차차와피아노놀이,"135,000",음악/댄스
1369,윰꽃,"135,000",인물/유명인
1370,이준행,"135,000",교육/강의
1371,유튜브랩 Youtubelab,"135,000",IT/기술/과학
1372,밀란이네 시트콤,"135,000",동물/펫
1373,황꿀 gguul's boundary,"134,000",뷰티/패션
1374,정리전문 [웃키키],"134,000",뉴스/정치/이슈
1375,김동수,"134,000",경제/금융/재테크
1376,햇살가득 전원주택,"134,000",경제/금융/재테크
1377,제니플레이,"134,000",키즈
1378,피글로그 Pigle's Vlog,"134,000",인물/유명인
1379,홍성오빠 hongseongobba,"133,000",취미
1380,허챠밍,"133,000",인물/유명인
1381,대학내일,"132,000",경제/금융/재테크
1382,마루에몽,"132,000",엔터테인먼트
1383,오인분,"132,000",엔터테인먼트
1384,BLIZZARDKOREA,"132,000",경제/금융/재테크
1385,PLAYUS,"132,000",음악/댄스
1386,estheris,"131,000",뷰티/패션
1387,두번째별2Byul,"131,000",인물/유명인
1388,심킹,"131,000",영화/애니메이션
1389,Goods TV,"131,000",엔터테인먼트
1390,이모저모TV,"131,000",게임
1391,한반지 영화 예고편 처리장,"131,000",영화/애니메이션
1392,이응oioio,"131,000",뷰티/패션
1393,Relaxing Music핑크에이드,"130,000",음악/댄스
1394,듬아,"130,000",뷰티/패션
1395,보물창고TV,"130,000",푸드/쿠킹
1396,Jay TV,"130,000",음악/댄스
1397,헌이의 일상 Jinun,"130,000",인물/유명인
1398,치과의사 매직박,"130,000",교육/강의
1399,도라마코리아,"129,000",푸드/쿠킹
1400,천생연두 Yeon2 Couple,"129,000",라이프스타일
1401,개인팟,"129,000",게임
1402,이웃집의 백호,"128,000",동물/펫
1403,Koreanet,"127,000",비영리/NGO
1404,솔라시도,"127,000",동물/펫
1405,배종찬교수의 맛있는 돈이야기,"127,000",경제/금융/재테크
1406,굿샷김프로,"127,000",스포츠
1407,The ICONtv,"127,000",인물/유명인
1408,무결의 VR게임,"127,000",게임
1409,라이크잇 LIKE IT,"127,000",엔터테인먼트
1410,유재일,"127,000",뉴스/정치/이슈
1411,오늘의 매드무비,"127,000",게임
1412,VOCAL SECRET METHOD,"126,000",교육/강의
1413,이지쌤,"126,000",교육/강의
1414,미니월드 Minni,"125,000",뷰티/패션
1415,풋볼아이,"125,000",스포츠
1416,무비희락 MovieJOY,"125,000",영화/애니메이션
1417,톡신TOXIN,"125,000",뷰티/패션
1418,에스키모,"125,000",엔터테인먼트
1419,물결 Angela,"125,000",인물/유명인
1420,Amazing Story,"124,000",IT/기술/과학
1421,엘르 코리아_ELLE KOREA,"124,000",경제/금융/재테크
1422,PPUNG DADDY(뿡대디) - LEGO TECHNIC RC,"124,000",취미
1423,Tei's Happy House(태희의 해피 하우스),"124,000",키즈
1424,급매물과 반값매매TV,"124,000",경제/금융/재테크
1425,브베TV,"124,000",키즈
1426,ShanGOM,"123,000",음악/댄스
1427,타코리뷰,"123,000",영화/애니메이션
1428,주현미 TV,"123,000",음악/댄스
1429,GameDO,"123,000",게임
1430,곰곰이,"123,000",뉴스/정치/이슈
1431,알성달성,"123,000",엔터테인먼트
1432,오펀,"123,000",엔터테인먼트
1433,bbomni 뽐니,"123,000",뷰티/패션
1434,허샘,"123,000",게임
1435,Dmonk,"123,000",게임
1436,팻두의 유튜브 M,"122,000",음악/댄스
1437,기뉴다GINEWDA,"122,000",엔터테인먼트
1438,맛객리우A foodie,"122,000",푸드/쿠킹
1439,Daiya다이야,"122,000",뷰티/패션
1440,만득유튜브,"122,000",게임
1441,새벽을 여는 건,"122,000",뷰티/패션
1442,장제원TV,"122,000",뉴스/정치/이슈
1443,알씨네,"121,000",영화/애니메이션
1444,고기리 돈스파이크,"121,000",푸드/쿠킹
1445,로미쌤 ROMI,"121,000",뷰티/패션
1446,팀유통기한,"120,000",게임
1447,HeyMan 헤이맨,"120,000",라이프스타일
1448,신아로미 seen aromi,"120,000",인물/유명인
1449,부동산분석왕 TV,"120,000",경제/금융/재테크
1450,Hoon 강성훈,"120,000",푸드/쿠킹
1451,김기쁨,"120,000",푸드/쿠킹
1452,Lenimida,"119,000",라이프스타일
1453,Ploopy678,"119,000",엔터테인먼트
1454,옛송TV,"119,000",음악/댄스
1455,교주 GyoJu,"119,000",엔터테인먼트
1456,ASMR THOMWHAT,"118,000",취미
1457,크리스쿠 CHRIS KOO,"118,000",음악/댄스
1458,기묘한 케이지,"118,000",영화/애니메이션
1459,LYNH LUXURY DIAMOND - JEWELRY,"118,000",취미
1460,Gadget Seoul,"117,000",IT/기술/과학
1461,구독안하면 지상렬,"117,000",인물/유명인
1462,원포인트,"117,000",IT/기술/과학
1463,MKH,"117,000",라이프스타일
1464,어퍼컷Tube,"117,000",영화/애니메이션
1465,KoreanBilly,"117,000",교육/강의
1466,caramel카라멜,"117,000",뷰티/패션
1467,뽀박사 뽀쪽 Dr Joon,"117,000",게임
1468,수다쟁이쭌,"117,000",엔터테인먼트
1469,AERIM 애림,"117,000",뷰티/패션
1470,Kruise,"116,000",게임
1471,나를 성장시켜주는 강의들 x 스킬업라이브,"116,000",교육/강의
1472,김기수,"116,000",뷰티/패션
1473,호양이 김우현 Hoyang E woohye0n,"116,000",게임
1474,The Siu Twinz,"116,000",음악/댄스
1475,Dan Jeong,"115,000",라이프스타일
1476,쥐늑대 유튜브,"115,000",게임
1477,멋진기영TV,"115,000",영화/애니메이션
1478,서울아산병원,"115,000",스포츠
1479,kimbbomami 김뽀마미,"115,000",라이프스타일
1480,Chiro 치로와 친구들,"114,000",영화/애니메이션
1481,영웅이의 밥상머리,"114,000",푸드/쿠킹
1482,더로그 The Log,"114,000",IT/기술/과학
1483,저펄이,"114,000",게임
1484,흑열전구,"114,000",게임
1485,씬스틸러,"114,000",라이프스타일
1486,안영미 강유미의 미미채널,"113,000",엔터테인먼트
1487,라간유튜브,"113,000",게임
1488,네이처리퍼블릭,"113,000",뷰티/패션
1489,백봉기티븨 BBGtv,"113,000",인물/유명인
1490,하니쥬 HANIJU,"113,000",뷰티/패션
1491,지식인미나니,"113,000",IT/기술/과학
1492,이브미니어쳐 - Eve Miniature,"113,000",취미
1493,혜성,"113,000",키즈
1494,랭구티비ranggoo,"113,000",엔터테인먼트
1495,루미토리 Rumi Tory,"112,000",키즈
1496,IT's okay 잇츠 오케이,"112,000",IT/기술/과학
1497,XX스튜디오,"112,000",엔터테인먼트
1498,뮤토리,"111,000",음악/댄스
1499,무비무비,"111,000",영화/애니메이션
1500,김새댁,"111,000",엔터테인먼트
1501,Neal K Sound,"110,000",음악/댄스
1502,더불어민주당 [씀],"110,000",뉴스/정치/이슈
1503,상승미소,"110,000",경제/금융/재테크
1504,라이언티,"110,000",게임
1505,띵톡,"109,000",키즈
1506,김똘똘 DDOLDDOL,"109,000",여행/아웃도어
1507,Zeezle,"109,000",취미
1508,터민,"109,000",푸드/쿠킹
1509,맛있는 모형[Delicious Replica],"109,000",취미
1510,Romantic cat 낭만고양이tv,"109,000",동물/펫
1511,웃 WUT,"109,000",엔터테인먼트
1512,불도그,"109,000",게임
1513,김호랭,"109,000",게임
1514,StimMarvel,"109,000",음악/댄스
1515,Bella벨라,"108,000",뷰티/패션
1516,크레파스,"108,000",엔터테인먼트
1517,김다윤,"108,000",엔터테인먼트
1518,태웅이네,"108,000",인물/유명인
1519,염보성TV,"108,000",게임
1520,CEO 데일리진 [DAILY JIN],"108,000",엔터테인먼트
1521,수닝유튜브,"108,000",게임
1522,Uncertain & scary,"107,000",엔터테인먼트
1523,SweetHailey,"107,000",푸드/쿠킹
1524,TV다가치,"107,000",경제/금융/재테크
1525,DC튜브,"107,000",IT/기술/과학
1526,CAMAN카맨,"107,000",게임
1527,Been 이빈,"107,000",인물/유명인
1528,Kelly Doan,"106,000",뷰티/패션
1529,SONA TV,"106,000",뷰티/패션
1530,백설양,"106,000",게임
1531,준준,"106,000",엔터테인먼트
1532,TV효근,"106,000",게임
1533,동구DongGu,"105,000",푸드/쿠킹
1534,Yours Truly,"105,000",음악/댄스
1535,광성이,"105,000",인물/유명인
1536,Milkiss밀키스,"105,000",뷰티/패션
1537,츕스 Jeannie지니,"105,000",인물/유명인
1538,금동복실 Jindo Dog Couple Story,"105,000",동물/펫
1539,KOREAN OPPA 코리안오빠,"104,000",뷰티/패션
1540,퀴즈박사,"104,000",음악/댄스
1541,로즈픽스rosefix,"104,000",뷰티/패션
1542,doomandoo두만두,"104,000",푸드/쿠킹
1543,동빈나,"104,000",IT/기술/과학
1544,호사카유지TV,"104,000",뉴스/정치/이슈
1545,Daebak Unnie,"104,000",여행/아웃도어
1546,잘익은꽃대하,"104,000",엔터테인먼트
1547,장동민의 옹테레비,"104,000",엔터테인먼트
1548,배룡 TV,"104,000",게임
1549,러빈채아,"103,000",인물/유명인
1550,/,"103,000",키즈
1551,단비스 Food,"103,000",푸드/쿠킹
1552,허준허튜브,"103,000",게임
1553,Mesmi,"103,000",라이프스타일
1554,EchoEnt,"103,000",음악/댄스
1555,drighk,"102,000",음악/댄스
1556,"주식단테tv-작전주,경제차트분석전문 채널","102,000",경제/금융/재테크
1557,Racing Park,"102,000",키즈
1558,모험왕별이,"102,000",라이프스타일
1559,큐영 QYOUNG,"102,000",뷰티/패션
1560,Celia Kim주영스트,"101,000",음악/댄스
1561,The First Bite,"101,000",음악/댄스
1562,갱복치,"101,000",게임
1563,아롱다롱TV ArongDarongTV,"101,000",키즈
1564,지뉼랭가이드,"101,000",푸드/쿠킹
1565,고나고,"101,000",인물/유명인
1566,게임넛 GAMENUT,"101,000",게임
1567,제임스비디오 James video,"100,000",교육/강의
1568,트창고twitch hot clips,"100,000",엔터테인먼트
1569,프롬핸fromhaen,"100,000",뷰티/패션
1570,성주로운 게임생활,"100,000",게임
1571,솔잎이네 육아일기,"100,000",인물/유명인
1572,류석,"100,000",차/배/바이크
1573,YESOON,"100,000",게임
1574,CARmedia 카미디어,"99,900",차/배/바이크
1575,Egee Park,"99,600",뷰티/패션
1576,설레임 TV,"99,500",게임
1577,RAIN's Official Channel,"99,300",엔터테인먼트
1578,Cream Puffs,"99,000",취미
1579,코지CoZy,"99,000",영화/애니메이션
1580,JBC뉴스,"98,900",뉴스/정치/이슈
1581,코딩 TV,"98,700",교육/강의
1582,팝핀현준,"98,700",음악/댄스
1583,「싸꼰」사사건건,"98,600",뉴스/정치/이슈
1584,순위충,"97,900",엔터테인먼트
1585,KIH kpop,"97,800",음악/댄스
1586,아이러브미니,"97,300",취미
1587,StoryonTV,"97,200",엔터테인먼트
1588,파니Pani,"96,800",인물/유명인
1589,donglegolf,"96,800",스포츠
1590,화니의 주방,"96,700",푸드/쿠킹
1591,신나드레,"96,600",취미
1592,MUSTAG - 머스태그,"96,600",취미
1593,노랑남매,"96,300",엔터테인먼트
1594,kyufleck,"96,300",음악/댄스
1595,YO' HOMEGIRL,"96,100",라이프스타일
1596,금융인 강은호,"95,900",엔터테인먼트
1597,박진주입니다 ParkJinJu,"95,100",엔터테인먼트
1598,귄펭 GUINPEN,"94,800",뷰티/패션
1599,MGTV,"94,700",음악/댄스
1600,"건물의신TV 블로그119-자영업,돈이되는이야기","94,700",게임
1601,이낙연TV,"94,600",뉴스/정치/이슈
1602,서유리의 이름하야 율튜브,"94,600",인물/유명인
1603,빙그레TV,"94,200",푸드/쿠킹
1604,한누렁,"94,200",푸드/쿠킹
1605,쎄끈한이정우,"94,100",인물/유명인
1606,렉쳐노트마술배우기,"94,100",교육/강의
1607,사라센TV,"93,900",뷰티/패션
1608,신속,"93,800",게임
1609,HEYMAN LAM,"93,800",뷰티/패션
1610,카오,"93,300",게임
1611,SODAM 소담한작업실,"93,100",취미
1612,미야옹철의 냥냥펀치,"93,100",동물/펫
1613,潔西卡Jessica,"92,700",뷰티/패션
1614,미래에셋대우 스마트머니,"92,400",경제/금융/재테크
1615,김기열,"92,000",엔터테인먼트
1616,BJ섭이 FIFA4 S2 Korea,"91,800",게임
1617,묘야,"91,600",음악/댄스
1618,thin 씬님,"91,500",라이프스타일
1619,태경엄지,"91,400",동물/펫
1620,도미새,"91,300",엔터테인먼트
1621,라이너TV,"91,100",게임
1622,나랑께TV,"91,100",게임
1623,ASMR펜크래프트,"91,000",엔터테인먼트
1624,신화방송ShinwhaShow,"90,800",엔터테인먼트
1625,후랭이TV,"90,700",교육/강의
1626,HYEBBEUM 혜쁨 Kang,"90,200",뷰티/패션
1627,ASMR hyedy live radio streaming,"90,200",취미
1628,Lisa Ring,"90,000",라이프스타일
1629,/YEONYU연유,"90,000",게임
1630,코코일기양졍맘,"89,900",동물/펫
1631,기무띠's 게임비디오,"89,900",게임
1632,Jon Park Vlogs,"89,700",인물/유명인
1633,김천재,"89,600",교육/강의
1634,X,"89,600",취미
1635,봄 내리는 클레이 다락방_Bomdabang,"89,500",취미
1636,팔자좋은은아언니,"89,400",라이프스타일
1637,THESUZY더수지,"89,100",뷰티/패션
1638,보이드청담VOIDchungdam,"89,000",뷰티/패션
1639,이감독leegamdok,"88,600",엔터테인먼트
1640,소수빈,"88,500",뷰티/패션
1641,xxjominxx / 조민영,"88,100",뷰티/패션
1642,Anyone Can Make,"87,700",푸드/쿠킹
1643,CNET Korea,"87,600",IT/기술/과학
1644,SSoLEE C.D.P.F.,"87,400",엔터테인먼트
1645,SSo LEE,"87,300",엔터테인먼트
1646,만능방송 HCD,"87,300",푸드/쿠킹
1647,제이블랙 & 마리 J Black & Mmary,"87,300",음악/댄스
1648,애니림AnnieLEEM,"87,000",교육/강의
1649,Nava Hyicha,"87,000",음악/댄스
1650,씨디맨,"86,600",IT/기술/과학
1651,Pianist JayM,"86,600",음악/댄스
1652,Wooang 우앙,"86,400",푸드/쿠킹
1653,헤이민지 heyMinji,"86,300",교육/강의
1654,역사 패왕과 나,"86,200",교육/강의
1655,Yeonju's DIY Handmade,"86,100",뷰티/패션
1656,필대로TV,"85,900",게임
1657,뭅이,"85,800",인물/유명인
1658,엉준,"85,600",영화/애니메이션
1659,smooth CAKE,"85,500",음악/댄스
1660,Hyejidaeji해지대지,"85,300",엔터테인먼트
1661,신성조,"85,000",IT/기술/과학
1662,영상mby,"84,900",음악/댄스
1663,패션유튜버오후니,"84,900",뷰티/패션
1664,이레네오,"84,800",라이프스타일
1665,TNJ TV,"84,800",경제/금융/재테크
1666,김성회의 옳은소리,"84,800",뉴스/정치/이슈
1667,오카 영상툰,"84,800",인물/유명인
1668,생활탐구,"84,700",엔터테인먼트
1669,연두부 YouTube,"84,600",게임
1670,❤지여닝❤,"84,400",엔터테인먼트
1671,요루루유튜브,"84,300",게임
1672,썩코치의 야구쑈,"84,300",스포츠
1673,Samsung POP,"84,100",경제/금융/재테크
1674,토이천국[Toy Heaven],"84,100",키즈
1675,안소 YouTube,"83,900",게임
1676,YouTube가그,"83,900",게임
1677,여행자메이 [Traveler May],"83,800",여행/아웃도어
1678,신지우 sinjiwoo,"83,500",엔터테인먼트
1679,조마문,"83,400",게임
1680,강후,"83,300",뉴스/정치/이슈
1681,심프팀 SIMP TEAM,"83,300",IT/기술/과학
1682,ASMR E_YOU,"83,300",취미
1683,레이먼킴의 인생고기 RaymonKim Meat,"83,100",푸드/쿠킹
1684,퐁시루의밤 PongSiru's Chestnut,"82,700",동물/펫
1685,Sereno,"82,700",음악/댄스
1686,원이어,"82,700",교육/강의
1687,페어리퍼플,"82,600",취미
1688,Classica,"82,600",음악/댄스
1689,폴연구소 심리게임,"82,500",라이프스타일
1690,iGoBart 아이고바트,"82,200",라이프스타일
1691,화려한팀,"82,200",게임
1692,서경seokyung,"82,100",인물/유명인
1693,misonugool미소너굴,"81,800",인물/유명인
1694,사모장 풀영상 다시보기,"81,700",엔터테인먼트
1695,방송천재까루 KKARU,"81,700",인물/유명인
1696,라오유튜브,"81,600",푸드/쿠킹
1697,신난다,"81,400",취미
1698,소야의백조생활,"81,300",취미
1699,심심타임,"81,300",동물/펫
1700,남녀백과사전,"81,100",엔터테인먼트
1701,김갈릭 KimGarlic,"81,000",인물/유명인
1702,주식투자는 린지와 소공,"80,700",경제/금융/재테크
1703,씨맥 official cvMax,"80,400",게임
1704,SOL A솔아,"80,300",뷰티/패션
1705,콩필라테스,"80,200",라이프스타일
1706,민자킴MJ Kim,"80,000",뷰티/패션
1707,에이프릴스킨APRILSKIN,"80,000",뷰티/패션
1708,뽀모매니아 PPOMODOLI,"79,900",게임
1709,주민이야기,"79,800",게임
1710,MapleStory_KR,"79,700",게임
1711,와조스키,"79,700",경제/금융/재테크
1712,해피새아 happysaea,"79,600",라이프스타일
1713,Jesse Day,"79,500",음악/댄스
1714,이선생,"79,300",게임
1715,Jegalyang ★ PD제갈량 [Games & Gaming Channel],"79,200",게임
1716,허언 빽형,"79,200",게임
1717,빨간노트[남자들의 심리],"79,000",엔터테인먼트
1718,아임미미I'M MEME,"78,500",뷰티/패션
1719,콘파쿠,"78,400",게임
1720,Josué Lee,"78,200",인물/유명인
1721,이랭 TV,"78,100",엔터테인먼트
1722,미대살롱,"78,100",뷰티/패션
1723,BJ여포,"78,100",인물/유명인
1724,ROBLOX 해달선,"78,000",게임
1725,Potato sister감자매,"78,000",푸드/쿠킹
1726,Nancy Homegym,"77,600",라이프스타일
1727,붇옹산TV,"77,200",경제/금융/재테크
